ID,DATE,TYPE,PRICE,RESULT_R,EXIT_DATE
TR-10000,2026-01-14,LONG,2.18,-1.0R,2026-01-14
TR-10001,2025-11-25,LONG,2.19,-1.0R,2025-12-01
TR-10002,2025-11-10,LONG,2.53,-1.0R,2025-11-11
TR-10003,2025-10-01,LONG,2.94,+2.2R,2025-10-02
TR-10004,2025-09-08,LONG,2.91,+2.2R,2025-09-08
TR-10005,2025-08-15,SHORT,3.03,-1.0R,2025-08-16
TR-10006,2025-06-17,LONG,2.25,-1.0R,2025-06-17
TR-10007,2025-06-13,SHORT,2.13,-1.0R,2025-06-16
TR-10008,2025-05-08,LONG,2.33,+2.2R,2025-05-09
TR-10009,2025-04-21,LONG,2.11,-1.0R,2025-04-21
TR-10010,2025-04-12,LONG,2.15,-1.0R,2025-04-13
TR-10011,2025-03-19,LONG,2.55,-1.0R,2025-03-19
TR-10012,2025-03-02,LONG,2.94,-1.0R,2025-03-03
TR-10013,2025-02-14,LONG,2.73,-1.0R,2025-02-17
TR-10014,2025-01-27,SHORT,2.81,-1.0R,2025-01-27
TR-10015,2025-01-02,LONG,2.42,-1.0R,2025-01-05
TR-10016,2024-11-06,LONG,0.53,+2.2R,2024-11-07
TR-10017,2024-10-15,LONG,0.55,-1.0R,2024-10-15
TR-10018,2024-10-02,SHORT,0.54,+2.2R,2024-10-25
TR-10019,2024-08-27,SHORT,0.57,-1.0R,2024-08-28
TR-10020,2024-08-19,LONG,0.59,-1.0R,2024-08-19
TR-10021,2024-07-12,LONG,0.47,-1.0R,2024-07-12
TR-10022,2024-07-03,SHORT,0.46,+2.2R,2024-07-04
TR-10023,2024-07-02,LONG,0.48,-1.0R,2024-07-03
TR-10024,2024-06-17,LONG,0.52,-1.0R,2024-06-17
TR-10025,2024-06-07,SHORT,0.49,+2.2R,2024-06-11
TR-10026,2024-06-05,LONG,0.53,-1.0R,2024-06-06
TR-10027,2024-05-09,SHORT,0.51,+2.2R,2024-05-13
TR-10028,2024-04-26,SHORT,0.52,+2.2R,2024-04-30
TR-10029,2024-04-22,LONG,0.54,+2.2R,2024-04-22
TR-10030,2024-04-12,SHORT,0.54,+2.2R,2024-04-13
TR-10031,2024-04-08,LONG,0.61,-1.0R,2024-04-09
TR-10032,2024-04-01,SHORT,0.62,+2.2R,2024-04-01
TR-10033,2024-02-27,LONG,0.56,+2.2R,2024-02-27
TR-10034,2024-02-09,LONG,0.52,-1.0R,2024-02-12
TR-10035,2023-12-25,LONG,0.64,-1.0R,2023-12-26
TR-10036,2023-12-24,SHORT,0.61,-1.0R,2023-12-25
TR-10037,2023-12-12,SHORT,0.62,-1.0R,2023-12-15
TR-10038,2023-11-27,SHORT,0.61,-1.0R,2023-12-02
TR-10039,2023-11-26,LONG,0.63,-1.0R,2023-11-26
TR-10040,2023-10-20,LONG,0.52,-1.0R,2023-10-20
TR-10041,2023-10-09,SHORT,0.50,-1.0R,2023-10-09
TR-10042,2023-09-25,SHORT,0.50,-1.0R,2023-09-25
TR-10043,2023-07-13,LONG,0.59,+2.2R,2023-07-13
TR-10044,2023-07-03,LONG,0.49,-1.0R,2023-07-05
TR-10045,2023-05-17,LONG,0.45,+2.2R,2023-05-18
TR-10046,2023-05-01,SHORT,0.46,+2.2R,2023-05-03
TR-10047,2023-04-19,SHORT,0.49,+2.2R,2023-04-20
TR-10048,2023-03-18,LONG,0.38,-1.0R,2023-03-18
TR-10049,2023-03-08,LONG,0.40,-1.0R,2023-03-08
TR-10050,2023-02-16,LONG,0.40,-1.0R,2023-02-16
TR-10051,2023-01-30,SHORT,0.39,-1.0R,2023-01-31
TR-10052,2022-12-27,LONG,0.36,+2.2R,2022-12-27
TR-10053,2022-11-24,LONG,0.39,+2.2R,2022-11-25
TR-10054,2022-11-08,SHORT,0.44,+2.2R,2022-11-08
TR-10055,2022-10-31,SHORT,0.46,-1.0R,2022-10-31
TR-10056,2022-10-27,LONG,0.47,-1.0R,2022-10-27
TR-10057,2022-10-13,SHORT,0.47,+2.2R,2022-10-13
TR-10058,2022-09-17,LONG,0.37,+2.2R,2022-09-18
TR-10059,2022-09-15,SHORT,0.34,-1.0R,2022-09-16
TR-10060,2022-08-19,SHORT,0.36,+2.2R,2022-08-19
TR-10061,2022-08-10,SHORT,0.36,-1.0R,2022-08-10
TR-10062,2022-07-28,LONG,0.37,-1.0R,2022-07-29
TR-10063,2022-07-15,LONG,0.33,+2.2R,2022-07-16
TR-10064,2022-07-07,LONG,0.34,+2.2R,2022-07-08
TR-10065,2022-06-29,SHORT,0.33,+2.2R,2022-06-30
TR-10066,2022-06-24,LONG,0.37,-1.0R,2022-06-24
TR-10067,2022-06-10,SHORT,0.38,+2.2R,2022-06-11
TR-10068,2022-05-31,LONG,0.42,-1.0R,2022-06-01
TR-10069,2022-03-11,LONG,0.80,-1.0R,2022-03-13
TR-10070,2022-03-04,SHORT,0.71,-1.0R,2022-03-05
TR-10071,2022-02-28,LONG,0.78,-1.0R,2022-03-03
TR-10072,2022-02-18,SHORT,0.77,-1.0R,2022-02-19
TR-10073,2022-02-05,LONG,0.67,+2.2R,2022-02-07
TR-10074,2021-12-20,LONG,0.91,-1.0R,2021-12-20
TR-10075,2021-10-31,LONG,1.09,+2.2R,2021-11-02
TR-10076,2021-10-27,SHORT,1.08,+2.2R,2021-10-27
TR-10077,2021-10-01,LONG,1.03,+2.2R,2021-10-06
TR-10078,2021-09-08,SHORT,1.05,-1.0R,2021-09-10
TR-10079,2021-09-01,LONG,1.19,+2.2R,2021-09-02
TR-10080,2021-08-26,SHORT,1.12,-1.0R,2021-08-27
TR-10081,2021-07-24,LONG,0.61,+2.2R,2021-07-26
TR-10082,2021-07-04,LONG,0.70,-1.0R,2021-07-05
TR-10083,2021-06-05,SHORT,0.94,+2.2R,2021-06-07
TR-10084,2021-05-17,LONG,1.47,-1.0R,2021-05-19
TR-10085,2021-05-16,SHORT,1.39,-1.0R,2021-05-17
TR-10086,2021-05-10,SHORT,1.39,-1.0R,2021-05-12
TR-10087,2021-04-27,LONG,1.42,-1.0R,2021-04-28
TR-10088,2021-03-11,SHORT,0.45,+2.2R,2021-03-12
