ID,DATE,TYPE,PRICE,RESULT_R,EXIT_DATE
TR-10000,2026-01-25,LONG,122.78,-1.0R,2026-01-25
TR-10001,2026-01-25,LONG,122.22,-1.0R,2026-01-25
TR-10002,2026-01-25,LONG,121.69,-1.0R,2026-01-25
TR-10003,2026-01-25,LONG,117.96,+0.0R,2026-01-27
TR-10004,2026-01-22,LONG,127.91,-1.0R,2026-01-23
TR-10005,2026-01-22,LONG,127.41,-1.0R,2026-01-23
TR-10006,2026-01-20,LONG,131.23,-1.0R,2026-01-20
TR-10007,2026-01-20,LONG,130.62,-1.0R,2026-01-20
TR-10008,2026-01-20,LONG,129.09,-1.0R,2026-01-20
TR-10009,2026-01-19,LONG,133.77,-1.0R,2026-01-20
TR-10010,2026-01-19,LONG,133.80,-1.0R,2026-01-20
TR-10011,2026-01-18,LONG,137.87,-1.0R,2026-01-19
TR-10012,2026-01-11,SHORT,139.21,-1.0R,2026-01-11
TR-10013,2026-01-11,SHORT,140.04,-1.0R,2026-01-12
TR-10014,2026-01-06,SHORT,142.00,+2.2R,2026-01-06
TR-10015,2026-01-05,SHORT,136.87,+2.2R,2026-01-05
TR-10016,2026-01-04,SHORT,134.57,-1.0R,2026-01-05
TR-10017,2025-12-30,SHORT,124.81,-1.0R,2025-12-30
TR-10018,2025-12-29,SHORT,128.72,+2.2R,2025-12-29
TR-10019,2025-12-29,SHORT,128.73,+2.2R,2025-12-29
TR-10020,2025-12-18,SHORT,126.39,-1.0R,2025-12-18
TR-10021,2025-12-18,SHORT,127.40,+2.2R,2025-12-18
TR-10022,2025-12-15,LONG,126.89,-1.0R,2025-12-15
TR-10023,2025-12-15,LONG,126.48,-1.0R,2025-12-15
TR-10024,2025-12-15,LONG,124.94,+2.2R,2025-12-17
TR-10025,2025-12-11,LONG,130.78,+2.2R,2025-12-11
TR-10026,2025-12-11,LONG,129.39,+2.2R,2025-12-11
TR-10027,2025-12-11,SHORT,136.10,-1.0R,2025-12-12
TR-10028,2025-12-11,SHORT,137.03,-1.0R,2025-12-12
TR-10029,2025-12-09,SHORT,143.67,+2.2R,2025-12-11
TR-10030,2025-12-09,SHORT,143.12,+2.2R,2025-12-11
TR-10031,2025-12-07,LONG,128.16,+2.2R,2025-12-07
TR-10032,2025-12-05,LONG,132.20,-1.0R,2025-12-07
TR-10033,2025-12-02,SHORT,132.97,-1.0R,2025-12-02
TR-10034,2025-12-02,SHORT,137.84,-1.0R,2025-12-02
