ID,DATE,TYPE,PRICE,RESULT_R,EXIT_DATE
TR-10000,2026-01-25,LONG,1.85,-1.0R,2026-01-25
TR-10001,2026-01-25,LONG,1.85,-1.0R,2026-01-25
TR-10002,2026-01-25,LONG,1.84,-1.0R,2026-01-25
TR-10003,2026-01-25,LONG,1.82,+2.2R,2026-01-26
TR-10004,2026-01-21,SHORT,1.96,+2.2R,2026-01-21
TR-10005,2026-01-19,LONG,1.95,-1.0R,2026-01-20
TR-10006,2026-01-19,LONG,1.95,-1.0R,2026-01-20
TR-10007,2026-01-18,LONG,1.99,-1.0R,2026-01-19
TR-10008,2026-01-16,LONG,2.03,+2.2R,2026-01-16
TR-10009,2026-01-13,SHORT,2.10,-1.0R,2026-01-13
TR-10010,2026-01-13,SHORT,2.10,-1.0R,2026-01-13
TR-10011,2026-01-13,SHORT,2.14,-1.0R,2026-01-13
TR-10012,2026-01-13,SHORT,2.17,+2.2R,2026-01-15
TR-10013,2026-01-11,SHORT,2.10,+2.2R,2026-01-11
TR-10014,2026-01-07,LONG,2.20,-1.0R,2026-01-07
TR-10015,2026-01-06,LONG,2.28,-1.0R,2026-01-06
TR-10016,2026-01-06,LONG,2.21,-1.0R,2026-01-07
TR-10017,2026-01-05,SHORT,2.27,-1.0R,2026-01-05
TR-10018,2026-01-05,SHORT,2.28,-1.0R,2026-01-05
TR-10019,2026-01-05,SHORT,2.32,-1.0R,2026-01-05
TR-10020,2026-01-04,SHORT,2.04,-1.0R,2026-01-04
TR-10021,2026-01-04,SHORT,2.06,-1.0R,2026-01-04
TR-10022,2026-01-02,SHORT,1.96,-1.0R,2026-01-02
TR-10023,2026-01-02,SHORT,1.99,-1.0R,2026-01-02
TR-10024,2025-12-31,LONG,1.84,-1.0R,2025-12-31
TR-10025,2025-12-31,LONG,1.83,-1.0R,2025-12-31
TR-10026,2025-12-29,SHORT,1.89,-1.0R,2025-12-29
TR-10027,2025-12-29,SHORT,1.92,+2.2R,2025-12-29
TR-10028,2025-12-29,SHORT,1.91,+2.2R,2025-12-29
TR-10029,2025-12-27,SHORT,1.87,-1.0R,2025-12-29
TR-10030,2025-12-25,LONG,1.83,+2.2R,2025-12-26
TR-10031,2025-12-20,SHORT,1.95,+2.2R,2025-12-21
TR-10032,2025-12-17,LONG,1.90,+2.2R,2025-12-17
TR-10033,2025-12-15,LONG,1.94,-1.0R,2025-12-15
TR-10034,2025-12-15,LONG,1.93,-1.0R,2025-12-15
TR-10035,2025-12-15,LONG,1.91,-1.0R,2025-12-15
TR-10036,2025-12-15,LONG,1.89,-1.0R,2025-12-16
TR-10037,2025-12-14,LONG,2.00,-1.0R,2025-12-14
TR-10038,2025-12-11,LONG,2.01,-1.0R,2025-12-11
TR-10039,2025-12-09,SHORT,2.17,+2.2R,2025-12-10
TR-10040,2025-12-07,SHORT,2.07,+2.2R,2025-12-07
TR-10041,2025-12-05,LONG,2.03,-1.0R,2025-12-07
TR-10042,2025-12-02,SHORT,2.09,-1.0R,2025-12-02
TR-10043,2025-12-02,SHORT,2.16,-1.0R,2025-12-03
TR-10044,2025-12-02,SHORT,2.15,-1.0R,2025-12-03
TR-10045,2025-12-01,LONG,2.06,-1.0R,2025-12-01
TR-10046,2025-12-01,LONG,2.08,-1.0R,2025-12-01
TR-10047,2025-11-26,LONG,2.15,+2.2R,2025-11-26
TR-10048,2025-11-24,SHORT,2.22,-1.0R,2025-11-24
TR-10049,2025-11-23,SHORT,2.00,-1.0R,2025-11-23
TR-10050,2025-11-23,SHORT,2.03,-1.0R,2025-11-23
TR-10051,2025-11-20,LONG,2.01,-1.0R,2025-11-21
TR-10052,2025-11-20,LONG,2.00,-1.0R,2025-11-21
TR-10053,2025-11-17,LONG,2.15,+2.2R,2025-11-18
TR-10054,2025-11-17,LONG,2.13,+2.2R,2025-11-18
TR-10055,2025-11-11,LONG,2.45,-1.0R,2025-11-11
TR-10056,2025-11-10,SHORT,2.42,-1.0R,2025-11-10
TR-10057,2025-11-09,SHORT,2.33,-1.0R,2025-11-09
TR-10058,2025-11-07,SHORT,2.34,-1.0R,2025-11-10
TR-10059,2025-11-03,LONG,2.43,-1.0R,2025-11-03
TR-10060,2025-10-29,LONG,2.55,-1.0R,2025-10-30
TR-10061,2025-10-24,SHORT,2.51,-1.0R,2025-10-25
