ID,DATE,TYPE,PRICE,RESULT_R,EXIT_DATE
TR-10000,2026-01-13,LONG,145.51,-1.0R,2026-01-15
TR-10001,2026-01-05,LONG,136.64,-1.0R,2026-01-05
TR-10002,2025-12-25,SHORT,120.06,-1.0R,2025-12-26
TR-10003,2025-12-24,SHORT,121.31,-1.0R,2025-12-25
TR-10004,2025-12-18,SHORT,117.56,-1.0R,2025-12-19
TR-10005,2025-12-17,SHORT,122.39,-1.0R,2025-12-18
TR-10006,2025-12-15,SHORT,126.89,-1.0R,2025-12-16
TR-10007,2025-12-11,SHORT,129.39,-1.0R,2025-12-11
TR-10008,2025-11-21,SHORT,127.55,-1.0R,2025-11-24
TR-10009,2025-11-17,SHORT,129.65,-1.0R,2025-11-18
TR-10010,2025-11-12,SHORT,153.05,+2.2R,2025-11-13
TR-10011,2025-11-11,SHORT,154.63,-1.0R,2025-11-12
TR-10012,2025-11-03,SHORT,177.57,+2.2R,2025-11-03
TR-10013,2025-11-03,SHORT,176.50,+2.2R,2025-11-03
TR-10014,2025-10-30,SHORT,185.02,+2.2R,2025-11-03
TR-10015,2025-10-22,SHORT,180.20,-1.0R,2025-10-23
TR-10016,2025-10-16,SHORT,185.04,-1.0R,2025-10-20
TR-10017,2025-10-10,SHORT,210.70,+2.2R,2025-10-10
TR-10018,2025-10-10,SHORT,205.32,+2.2R,2025-10-10
TR-10019,2025-10-08,SHORT,218.31,-1.0R,2025-10-08
TR-10020,2025-10-02,LONG,223.80,+2.2R,2025-10-02
TR-10021,2025-10-01,LONG,217.75,+2.2R,2025-10-02
TR-10022,2025-10-01,LONG,220.25,+2.2R,2025-10-02
TR-10023,2025-10-01,LONG,222.04,+2.2R,2025-10-02
TR-10024,2025-09-18,LONG,248.24,-1.0R,2025-09-19
TR-10025,2025-09-11,LONG,226.82,+2.2R,2025-09-12
TR-10026,2025-09-10,LONG,222.25,+2.2R,2025-09-12
TR-10027,2025-09-10,LONG,223.17,+2.2R,2025-09-12
TR-10028,2025-09-08,LONG,214.28,+2.2R,2025-09-10
TR-10029,2025-09-03,LONG,210.03,-1.0R,2025-09-04
TR-10030,2025-09-02,LONG,209.65,-1.0R,2025-09-04
TR-10031,2025-08-23,LONG,205.18,-1.0R,2025-08-25
TR-10032,2025-08-22,LONG,193.47,+2.2R,2025-08-23
TR-10033,2025-08-22,LONG,198.97,+2.2R,2025-08-24
TR-10034,2025-08-22,LONG,200.69,+2.2R,2025-08-24
TR-10035,2025-08-19,SHORT,176.74,-1.0R,2025-08-20
TR-10036,2025-08-13,LONG,197.73,+2.2R,2025-08-14
TR-10037,2025-08-13,LONG,201.00,-1.0R,2025-08-13
TR-10038,2025-08-12,LONG,190.64,+2.2R,2025-08-13
TR-10039,2025-08-12,LONG,191.78,+2.2R,2025-08-13
TR-10040,2025-08-10,LONG,184.98,-1.0R,2025-08-10
TR-10041,2025-08-09,LONG,180.62,-1.0R,2025-08-11
TR-10042,2025-08-08,LONG,177.14,+2.2R,2025-08-10
TR-10043,2025-08-07,LONG,172.82,-1.0R,2025-08-07
TR-10044,2025-08-07,LONG,175.36,+2.2R,2025-08-09
TR-10045,2025-07-16,LONG,174.16,-1.0R,2025-07-17
TR-10046,2025-07-09,LONG,157.27,+2.2R,2025-07-10
TR-10047,2025-07-01,SHORT,145.46,-1.0R,2025-07-02
TR-10048,2025-06-28,LONG,150.67,+2.2R,2025-06-30
TR-10049,2025-06-21,SHORT,135.43,+2.2R,2025-06-22
TR-10050,2025-06-20,SHORT,142.86,+2.2R,2025-06-20
TR-10051,2025-06-20,SHORT,139.82,+2.2R,2025-06-21
TR-10052,2025-06-12,SHORT,152.32,+2.2R,2025-06-13
TR-10053,2025-06-11,LONG,166.67,-1.0R,2025-06-11
TR-10054,2025-06-10,LONG,163.61,-1.0R,2025-06-12
TR-10055,2025-06-09,LONG,161.16,-1.0R,2025-06-10
TR-10056,2025-06-05,SHORT,150.90,+2.2R,2025-06-05
TR-10057,2025-05-18,LONG,176.26,-1.0R,2025-05-18
TR-10058,2025-05-13,LONG,182.05,-1.0R,2025-05-14
TR-10059,2025-05-10,LONG,177.89,-1.0R,2025-05-11
TR-10060,2025-05-08,LONG,150.87,+2.2R,2025-05-08
TR-10061,2025-05-08,LONG,151.57,+2.2R,2025-05-08
TR-10062,2025-05-08,LONG,154.57,+2.2R,2025-05-08
TR-10063,2025-04-25,LONG,154.86,-1.0R,2025-04-25
TR-10064,2025-04-22,LONG,145.32,+2.2R,2025-04-23
TR-10065,2025-04-19,LONG,138.82,-1.0R,2025-04-21
TR-10066,2025-04-06,SHORT,108.07,+2.2R,2025-04-07
TR-10067,2025-04-06,SHORT,105.91,+2.2R,2025-04-07
TR-10068,2025-04-03,SHORT,115.74,-1.0R,2025-04-04
TR-10069,2025-04-03,SHORT,114.16,-1.0R,2025-04-04
TR-10070,2025-04-02,SHORT,117.42,-1.0R,2025-04-04
TR-10071,2025-03-28,SHORT,131.62,+2.2R,2025-03-29
TR-10072,2025-03-25,LONG,145.28,-1.0R,2025-03-26
TR-10073,2025-03-18,SHORT,124.15,-1.0R,2025-03-19
TR-10074,2025-03-18,SHORT,122.57,-1.0R,2025-03-19
TR-10075,2025-03-04,SHORT,136.38,-1.0R,2025-03-05
TR-10076,2025-02-28,SHORT,127.62,-1.0R,2025-02-28
TR-10077,2025-02-24,SHORT,161.01,+2.2R,2025-02-24
TR-10078,2025-02-23,SHORT,166.76,+2.2R,2025-02-24
TR-10079,2025-02-12,SHORT,192.00,-1.0R,2025-02-12
TR-10080,2025-01-13,SHORT,175.41,-1.0R,2025-01-13
TR-10081,2025-01-08,SHORT,198.67,+2.2R,2025-01-08
TR-10082,2025-01-07,SHORT,204.56,+2.2R,2025-01-08
TR-10083,2025-01-07,SHORT,202.17,+2.2R,2025-01-08
TR-10084,2025-01-06,LONG,221.62,-1.0R,2025-01-06
TR-10085,2025-01-02,LONG,205.91,+2.2R,2025-01-03
TR-10086,2025-01-02,LONG,208.51,+2.2R,2025-01-03
TR-10087,2024-12-27,SHORT,184.13,-1.0R,2024-12-28
TR-10088,2024-12-18,SHORT,206.53,+2.2R,2024-12-19
TR-10089,2024-12-16,SHORT,214.10,-1.0R,2024-12-16
TR-10090,2024-12-14,SHORT,218.03,-1.0R,2024-12-15
TR-10091,2024-12-05,LONG,241.79,-1.0R,2024-12-05
TR-10092,2024-11-22,LONG,262.48,-1.0R,2024-11-22
TR-10093,2024-11-21,LONG,248.86,+2.2R,2024-11-22
TR-10094,2024-11-21,LONG,253.93,-1.0R,2024-11-24
TR-10095,2024-11-11,LONG,217.62,-1.0R,2024-11-12
TR-10096,2024-11-11,LONG,219.00,-1.0R,2024-11-12
TR-10097,2024-11-10,LONG,212.23,-1.0R,2024-11-10
TR-10098,2024-11-03,SHORT,159.99,-1.0R,2024-11-04
TR-10099,2024-10-29,LONG,181.81,-1.0R,2024-10-29
TR-10100,2024-10-24,LONG,175.43,-1.0R,2024-10-25
TR-10101,2024-10-24,LONG,177.40,-1.0R,2024-10-25
TR-10102,2024-10-23,LONG,173.02,-1.0R,2024-10-25
TR-10103,2024-10-19,LONG,159.79,+2.2R,2024-10-20
TR-10104,2024-10-07,LONG,149.94,-1.0R,2024-10-07
TR-10105,2024-10-06,LONG,146.00,+2.2R,2024-10-07
TR-10106,2024-10-02,SHORT,139.98,-1.0R,2024-10-06
TR-10107,2024-09-26,LONG,157.11,-1.0R,2024-09-30
TR-10108,2024-09-24,LONG,152.73,-1.0R,2024-09-25
TR-10109,2024-09-19,LONG,139.48,+2.2R,2024-09-20
TR-10110,2024-09-19,LONG,142.96,+2.2R,2024-09-20
TR-10111,2024-09-18,SHORT,127.67,-1.0R,2024-09-18
TR-10112,2024-09-15,SHORT,131.37,-1.0R,2024-09-17
TR-10113,2024-09-01,SHORT,128.50,-1.0R,2024-09-02
TR-10114,2024-08-30,SHORT,133.32,-1.0R,2024-08-30
TR-10115,2024-08-29,SHORT,140.28,+2.2R,2024-09-01
TR-10116,2024-08-15,SHORT,139.99,-1.0R,2024-08-15
TR-10117,2024-08-11,SHORT,148.73,+2.2R,2024-08-15
TR-10118,2024-08-11,SHORT,145.78,-1.0R,2024-08-12
TR-10119,2024-08-11,SHORT,141.57,-1.0R,2024-08-12
TR-10120,2024-08-08,LONG,160.60,-1.0R,2024-08-09
TR-10121,2024-08-08,LONG,163.13,-1.0R,2024-08-09
TR-10122,2024-08-05,SHORT,126.14,+2.2R,2024-08-05
TR-10123,2024-08-03,SHORT,146.20,+2.2R,2024-08-04
TR-10124,2024-07-29,LONG,192.25,-1.0R,2024-07-29
TR-10125,2024-07-27,LONG,185.84,-1.0R,2024-07-27
TR-10126,2024-07-19,LONG,168.80,+2.2R,2024-07-21
TR-10127,2024-07-19,LONG,170.46,+2.2R,2024-07-21
TR-10128,2024-07-04,SHORT,137.08,+2.2R,2024-07-04
TR-10129,2024-07-02,LONG,152.79,-1.0R,2024-07-03
TR-10130,2024-07-02,LONG,154.03,-1.0R,2024-07-03
TR-10131,2024-06-24,SHORT,126.23,+2.2R,2024-06-24
TR-10132,2024-06-23,SHORT,128.69,+2.2R,2024-06-24
TR-10133,2024-06-18,SHORT,135.62,-1.0R,2024-06-19
TR-10134,2024-06-14,SHORT,143.78,-1.0R,2024-06-16
TR-10135,2024-06-14,SHORT,141.80,-1.0R,2024-06-16
TR-10136,2024-06-11,SHORT,153.39,+2.2R,2024-06-11
TR-10137,2024-06-11,SHORT,147.67,-1.0R,2024-06-12
TR-10138,2024-06-07,SHORT,162.01,+2.2R,2024-06-11
TR-10139,2024-06-04,LONG,169.47,+2.2R,2024-06-05
TR-10140,2024-06-04,LONG,171.78,-1.0R,2024-06-06
TR-10141,2024-05-20,LONG,178.03,+2.2R,2024-05-20
TR-10142,2024-05-20,LONG,187.25,-1.0R,2024-05-21
TR-10143,2024-05-16,LONG,163.11,-1.0R,2024-05-16
TR-10144,2024-05-15,LONG,151.61,+2.2R,2024-05-16
TR-10145,2024-05-15,LONG,154.92,+2.2R,2024-05-16
TR-10146,2024-05-15,LONG,158.52,+2.2R,2024-05-17
TR-10147,2024-05-13,SHORT,140.13,-1.0R,2024-05-13
